id,username,email,bio,created_at,follower_count,following_count,post_count,is_fake,fake_score
503,diane61@2,qrocha@example.net,💯 100% guaranteed profit! https://lam.com/,2025-07-09T15:24:39.579021,31,845,3,True,0.9970392227544422
1810,andrew80,ashley99@example.net,Travel addict ✈️,2024-07-16T15:24:40.797153,495,158,5,False,0.18886576988191506
1190,eward,williambender@example.org,Music lover 🎵,2025-01-30T15:24:40.458809,420,44,80,False,0.056188852180795855
1458,AndreaSmith,ejoyce@example.net,Dog person 🐕,2024-06-15T15:24:40.606293,337,66,73,False,0.1671584421557085
1824,cole,whitejonathan@example.org,Food lover 🍕,2024-04-15T15:24:40.804985,247,247,6,False,0.16583277190762108
1645,molinacynthia,conleylisa@example.com,Adventure seeker 🏔️,2024-08-05T15:24:40.707317,137,213,32,False,0.062420312472796585
1437,kerri2,abigail11@example.net,Tech geek 💻,2024-09-13T15:24:40.594524,388,167,42,False,0.17236084337306837
1977,KathleenTaylor,samantha75@example.org,"Working at Smith, Adams and Baker",2023-12-02T15:24:40.888523,296,75,87,False,0.10309695402801759
1476,rmiller,victorhayes@example.com,"Love at, our, and run",2023-04-29T15:24:40.616333,473,216,95,False,0.2944388870859992
30,hector54$8,jessicarice@example.com,🔥 Limited time offer! https://www.allen.com/,2025-07-15T15:24:38.771793,10,860,6,True,0.7962586868653131
1330,WhitneyJohnson,michaelwerner@example.net,Adventure seeker 🏔️,2024-03-16T15:24:40.535853,63,178,84,False,0.20202473509540766
1643,MichellePrice,freemanjason@example.org,Living life one day at a time ✨,2023-05-02T15:24:40.706117,307,25,73,False,0.1688557409303779
413,dunntommy#8,christine90@example.net,💯 100% guaranteed profit! https://www.schmidt.com/,2025-07-22T15:24:39.441159,1,1756,6,True,0.787308375937896
456,mrojas123,waynewoodard@example.com,🎁 Free giveaway! Click to win! http://www.wagner-macias.info/,2025-07-26T15:24:39.508173,18,1854,5,True,0.8952962377630291
1948,high1,nguyenjennifer@example.org,Dog person 🐕,2023-08-17T15:24:40.872471,12,125,46,False,0.008084885639992477
240,kennethmaldonadotest,alexandra60@example.com,⚡ Quick cash method! https://rose.info/,2025-07-18T15:24:39.095598,8,1939,6,True,0.8333112178525088
1073,aphillips,derek12@example.net,Living life one day at a time ✨,2024-06-07T15:24:40.392999,342,12,46,False,0.24444132661252382
939,xmcfarland89,holly54@example.net,💸 Earn 114$ daily! https://sanchez.com/,2025-07-18T15:24:40.256931,2,1213,1,True,0.9454395978826345
585,qwhite_15,elizabethwoods@example.net,📱 Download our app and get rich! http://webb.com/,2025-07-26T15:24:39.705581,25,708,3,True,0.817760230344581
1795,ChristopherKeith,elizabeth83@example.org,Food lover 🍕,2023-07-09T15:24:40.789177,335,15,31,False,0.08927272343353265
1896,writer2,lopezjonathan@example.com,Tech geek 💻,2023-05-12T15:24:40.844544,433,111,99,False,0.1812147324877441
828,test325,donnaguzman@example.org,💰 Make money fast! Click here: http://www.perry.com/,2025-07-01T15:24:40.085891,26,1637,6,True,0.9537690464095686
876,mjohnson.16,kellybenjamin@example.org,💸 Earn 367$ daily! http://baker.com/,2025-07-18T15:24:40.159261,34,1414,10,True,0.8272989678925929
1306,chan3,christensenmelinda@example.com,Working at Morgan-Snow,2023-05-06T15:24:40.522653,430,244,95,False,0.24325138186039758
1654,michael80,spham@example.org,"📍 Andrewfort, Romania",2023-04-25T15:24:40.712391,353,137,43,False,0.17779761804775682
1636,russell,carrrobert@example.com,Tech geek 💻,2023-01-18T15:24:40.702426,182,252,99,False,0.18196077085926715
1963,Stephanie_73,paige44@example.org,Bookworm 📚,2024-08-15T15:24:40.880682,120,68,37,False,0.2260367033412709
988,courtneyflores@8,simmonschad@example.org,💯 100% guaranteed profit! https://www.reynolds.info/,2025-07-25T15:24:40.333860,9,1025,9,True,0.8464085373913309
210,marypetersen2758,pricemichael@example.org,💸 Earn 476$ daily! http://www.fox.com/,2025-07-02T15:24:39.048762,31,1130,6,True,0.8989113380541445
1877,james3,eobrien@example.org,Music lover 🎵,2024-05-14T15:24:40.833457,463,171,23,False,0.1994445729885179
291,utucker$7,chris93@example.org,🎁 Free giveaway! Click to win! https://foley.org/,2025-07-20T15:24:39.247352,22,175,10,True,0.8232606502726849
1346,talk,xtaylor@example.net,Travel addict ✈️,2025-01-16T15:24:40.544105,488,56,61,False,0.11358838697733054
824,chloe27000,gonzalezadam@example.com,📱 Download our app and get rich! http://calhoun.com/,2025-07-22T15:24:40.079507,20,1480,5,True,0.8468034625852429
1217,Ryan.58,gary90@example.org,"Love show, fish, and eye",2025-04-17T15:24:40.473090,72,146,69,False,0.1347065098637886
999,pamela966941,adamsjamie@example.net,📱 Download our app and get rich! https://wood.biz/,2025-07-07T15:24:40.351623,48,115,3,True,0.8751896994437145
1923,rcook,franklinemily@example.com,Fitness enthusiast 💪,2025-03-10T15:24:40.858941,359,207,14,False,0.04355078129591213
1090,linda1,wward@example.org,Adventure seeker 🏔️,2023-07-30T15:24:40.402443,118,150,63,False,0.06300201622673425
407,atkinsonmichael123,lopezpaul@example.org,🏠 Work from home! Earn 222$/hour! https://www.ayers.com/,2025-07-03T15:24:39.431841,38,1663,2,True,0.7551705741858019
917,mwilson.21,monicasmith@example.net,💯 100% guaranteed profit! https://www.jones.info/,2025-07-15T15:24:40.222351,49,1940,4,True,0.9787526003435228
951,demo130,rrobbins@example.net,💯 100% guaranteed profit! https://www.johnson.com/,2025-07-20T15:24:40.275621,19,348,2,True,0.9250995751078328
1388,afranco,allenadriana@example.com,"Love artist, possible, and exist",2023-04-13T15:24:40.567045,444,131,39,False,0.2996813519138509
822,tannergomez123,rsmith@example.org,💸 Earn 546$ daily! http://www.mitchell.com/,2025-06-30T15:24:40.076676,30,1261,2,True,0.8809092159280094
832,barnettanthony789,donnaward@example.com,🏠 Work from home! Earn 400$/hour! http://www.marsh.info/,2025-07-03T15:24:40.092225,6,388,10,True,0.7754744400056492
653,huberchristopher!5,anthony40@example.org,💯 100% guaranteed profit! http://www.carter.net/,2025-07-05T15:24:39.814154,39,1445,8,True,0.7724894513957066
237,tiffanywerner000,markhess@example.org,💰 Make money fast! Click here: https://www.harris-macdonald.com/,2025-07-12T15:24:39.090969,18,1607,8,True,0.8221921546785255
1080,debbie62,shelby95@example.com,"Love see, site, and such",2024-08-07T15:24:40.396854,64,97,15,False,0.077181656201456
323,richardbrock000,nunezmichelle@example.net,🎁 Free giveaway! Click to win! https://www.james.biz/,2025-07-06T15:24:39.298663,21,718,6,True,0.9680470100417455
1590,ryan19,krobertson@example.org,Bookworm 📚,2024-09-17T15:24:40.677636,297,293,69,False,0.17285052771508377
756,michael44.21,klucas@example.org,🔥 Limited time offer! https://humphrey-brown.org/,2025-07-29T15:24:39.974464,8,1707,9,True,0.851334100777968
1136,leave1,scottwebb@example.org,Food lover 🍕,2023-10-20T15:24:40.427363,247,189,91,False,0.06655848088563539
1863,HannahRodriguez,davidflores@example.net,Dog person 🐕,2024-07-13T15:24:40.825981,415,213,38,False,0.169209681402582
547,maguilarfake,matthew38@example.net,📱 Download our app and get rich! http://stewart.com/,2025-07-11T15:24:39.647750,35,1865,9,True,0.7140080809545329
9,qroberts#2,iwhitaker@example.com,🔥 Limited time offer! http://www.tucker.org/,2025-07-18T15:24:38.738979,3,1362,6,True,0.7314251470567478
845,lyonsadam#5,daniel57@example.net,💯 100% guaranteed profit! https://www.castro-ramos.org/,2025-07-02T15:24:40.112329,23,1007,2,True,0.9618826673167428
697,jbrightfake,katie66@example.com,🔥 Limited time offer! http://www.adkins-haley.com/,2025-07-08T15:24:39.883795,16,1586,0,True,0.8473567610544507
48,lozanokim_16,ryanedwards@example.com,🏠 Work from home! Earn 159$/hour! https://thompson.info/,2025-07-19T15:24:38.799422,20,1670,7,True,0.7132999028865784
393,stephaniebauer25,ewarren@example.org,💯 100% guaranteed profit! https://warren-ramirez.biz/,2025-07-09T15:24:39.409850,27,184,1,True,0.9884463733718638
1595,Shawn_16,uball@example.com,"📍 Gordonbury, Monaco",2024-01-17T15:24:40.680150,263,271,93,False,0.2367905463764831
552,colonbeverly@3,xgarcia@example.net,💸 Earn 216$ daily! http://williams-williams.org/,2025-07-07T15:24:39.655079,2,1746,2,True,0.7452929296618457
1475,KennethEnglish,rpatel@example.org,Exploring the world 🌍,2023-01-09T15:24:40.615695,280,169,65,False,0.07995252074725598
1423,carrollnicole,rhawkins@example.com,Cat person 🐱,2022-12-16T15:24:40.586504,212,282,66,False,0.21235217904719483
987,demo246,ernest71@example.com,🎁 Free giveaway! Click to win! https://www.brown.com/,2025-07-05T15:24:40.332049,35,1806,4,True,0.7527727872793497
835,wmacias123,zgutierrez@example.net,🎁 Free giveaway! Click to win! http://oliver.com/,2025-07-24T15:24:40.096656,28,1683,0,True,0.8161333817401863
1603,schneider3,morenotonya@example.com,Fitness enthusiast 💪,2023-10-06T15:24:40.684192,159,221,72,False,0.1071328975407405
908,pgamble$7,carolyn37@example.org,🎯 Best investment opportunity! http://scott-drake.net/,2025-07-13T15:24:40.208718,45,1792,3,True,0.8522940079679103
473,christine31bot,websterkimberly@example.net,💰 Make money fast! Click here: https://best.com/,2025-07-19T15:24:39.533480,9,661,7,True,0.7508467733696388
881,margaret38_73,lindsayramos@example.net,🔥 Limited time offer! http://www.manning.com/,2025-07-16T15:24:40.166910,50,457,8,True,0.8775844082088208
1470,JustinCooper,aaron43@example.org,Nature lover 🌿,2024-09-12T15:24:40.613055,328,32,30,False,0.23164043662898257
1218,something2,iperez@example.com,Food lover 🍕,2025-03-08T15:24:40.473634,109,144,65,False,0.13659012622193278
1125,JeffreyMora,henrykyle@example.net,Living life one day at a time ✨,2023-04-01T15:24:40.421327,150,232,85,False,0.24462180849624313
1135,KeithPowell,udalton@example.net,Living life one day at a time ✨,2024-06-17T15:24:40.426951,101,277,6,False,0.29906091281444297
1996,harvey1,edavis@example.com,Music lover 🎵,2024-09-22T15:24:40.899152,131,161,8,False,0.20475806586843714
1293,Roy_4,alan81@example.org,Music lover 🎵,2024-05-26T15:24:40.515143,220,297,45,False,0.10253987743320032
1990,cell2,thorntonchristine@example.com,Coffee addict ☕,2025-03-29T15:24:40.895732,492,248,35,False,0.17845973007501645
1133,cultural2,timothy64@example.org,Cat person 🐱,2022-12-19T15:24:40.425946,221,235,98,False,0.020719467409497348
666,wmichael_13,ubryant@example.org,🚀 Join our crypto investment program! https://reeves-frederick.biz/,2025-07-12T15:24:39.835304,22,1365,9,True,0.9172020692190054
1339,corey3,jonathan18@example.net,Food lover 🍕,2025-04-11T15:24:40.540545,388,115,86,False,0.07162460218652501
1159,brian2,kyle10@example.net,Adventure seeker 🏔️,2024-10-15T15:24:40.440937,111,15,57,False,0.0008032260392179747
1084,taylor3,michelle69@example.org,Working at Dorsey-Rodriguez,2023-05-15T15:24:40.399175,109,72,16,False,0.02985811649705626
443,brandonlowe!3,delgadodevin@example.com,🔥 Limited time offer! https://suarez-wilson.com/,2025-07-11T15:24:39.488269,50,1989,9,True,0.9345619562563209
1778,parker1,alexandriawhite@example.net,Bookworm 📚,2023-11-05T15:24:40.779449,61,254,46,False,0.18614286330648633
825,martin75123,pleblanc@example.net,📱 Download our app and get rich! http://www.stanley.net/,2025-07-15T15:24:40.081028,49,376,8,True,0.9955873818015202
1213,JamesGrant,sean69@example.org,"Hi, I'm Ashley! Apply personal responsibility fill for provide.",2023-12-06T15:24:40.470903,60,281,99,False,0.10706357699072312
1734,sherri3,jrodriguez@example.com,Student at Weber Inc,2024-05-12T15:24:40.754495,197,27,79,False,0.22000930037408392
1314,yourself3,stuartabbott@example.com,Working at Jennings-Scott,2022-12-14T15:24:40.527217,172,49,39,False,0.25175736350396416
1667,ZacharyFleming,talvarez@example.org,Food lover 🍕,2024-07-17T15:24:40.719218,91,187,70,False,0.15745666187955198
841,madisonstevens#2,evanskelly@example.net,⚡ Quick cash method! https://www.kramer.com/,2025-07-09T15:24:40.106028,11,1464,5,True,0.937194175659628
1250,PennyMcconnell,kramerdaniel@example.com,Passionate about positive and Congress,2024-02-28T15:24:40.491435,159,225,80,False,0.02935952380299287
408,jasonmorrisbot,nhowell@example.org,🏠 Work from home! Earn 436$/hour! https://www.ellis.biz/,2025-07-26T15:24:39.433612,7,1835,2,True,0.8595214432774791
388,markcollier!7,annsanchez@example.org,🎁 Free giveaway! Click to win! http://www.arellano.com/,2025-07-13T15:24:39.401637,42,610,8,True,0.7983206208130066
186,vrodriguez!8,laura69@example.net,🏠 Work from home! Earn 377$/hour! https://randall.com/,2025-07-01T15:24:39.012402,10,1440,7,True,0.8460483177158555
730,alexandergoodman123,zdunn@example.org,💸 Earn 789$ daily! http://www.medina.com/,2025-07-01T15:24:39.933720,19,635,7,True,0.7916941492857568
